Receptor,UniGene,Test Ligand Name,NCI,Ki (nM),PubChem,ChEBI,Hot Ligand,Species,Source,Reference 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,4,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,https://www.sciencedirect.com/science/article/pii/S0223523418300023?via%3Dihub#! 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3.3,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,Hirose  Tsuyoshi.  et. al  2005 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,5.78,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,Ishibashi  Tadashi.  et. al  2010 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,4.467,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_summaryn_pr?p_JournalId=6&p_RefId=908643 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3.236,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,https://www.sciencedirect.com/science/article/pii/S0014299901011888?via%3Dihub 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,2,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3.4,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,CLONED,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6W84-42KD8D9-7&_coverDate=01%2F31%2F2001&_alid=93617739&_rdoc=1&_fmt=&_orig=search&_qd=1&_cdi=6644&_sort=d&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=5e5748d1ff8f5317fb6669f7ddc989f6 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,1.48,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,BRAIN,http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11132243&dopt=Abstract 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,7,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-KETANSERIN,HUMAN,FR. CORTEX,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8822531 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,2.65,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-Methylspiperone,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12176106&dopt=Abstract 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-Olanzapine,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9577836&dopt=Abstract 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,24.2,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-RP 62203,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8997630&dopt=Abstract 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,4.9,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-SPIPERONE,HUMAN,CLONED,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6W84-42KD8D9-7&_coverDate=01%2F31%2F2001&_alid=93617739&_rdoc=1&_fmt=&_orig=search&_qd=1&_cdi=6644&_sort=d&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=5e5748d1ff8f5317fb6669f7ddc989f6 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,UNDEFINED,HUMAN,CLONED,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6W84-42KD8D9-7&_coverDate=01%2F31%2F2001&_alid=93617739&_rdoc=1&_fmt=&_orig=search&_qd=1&_cdi=6644&_sort=d&view=c&_acct=C000050221&_version=1&_urlVersion=0&_userid=10&md5=5e5748d1ff8f5317fb6669f7ddc989f6 
5-HT2A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR2A,OLANZAPINE,N/A,3.3,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,UNDEFINED,HUMAN,UNDEFINED,https://www.ncbi.nlm.nih.gov/pubmed/18595716 
